source	target	mor
Cdx1	Dll1	1
Pitx2	Mylk	1
Foxn1	Mylk	1
Cdx2	Slc10a2	1
Esr2	Slc2a4	1
Sp1	Slc2a4	1
Myod1	Ankrd2	1
Nkx2-5	Ankrd2	1
Ssrp1	Ankrd1	1
Ssrp1	Ankrd2	1
Sp1	Psip1	1
Sp1	Tnfrsf1b	1
Pou1f1	Cdkn2a	1
Pou1f1	Tp53	1
Gata1	Prdx5	1
Mbd2	Kdm3a	1
Pgr	Dusp1	1
Twist1	Ccn5	1
Gata2	Pten	-1
Lef1	Faslg	1
Dmrta2	Neurog1	1
Mybl2	Lmo1	1
Rora	Nr1d1	1
Mxd1	Cdh1	1
Ctcf	Cdkn2a	-1
Crem	Il17a	1
Klf10	Egfr	-1
Nr2e3	Tp53	1
Tp53	Rbm38	1
Meis1	Tgfbr2	-1
Nfya	Tgfbr2	1
Pparg	Slc2a1	1
Atf4	Apoe	1
Mxd1	Sin3b	1
Tp53	Hspa8	1
Tp53	Sin3b	1
Tp53	Sin3a	1
Sp7	Vdr	1
Snai1	Tgfbr2	1
Snai2	Tgfbr2	-1
Srebf1	Tgfb1	1
Runx1	Sfrp1	1
Runx2	Csf2	1
Atf3	Ppp1r15a	1
Prdm16	Ppargc1a	1
Ppara	Prdm16	1
Prdm16	Prdm16	1
Egr3	Grin1	1
Sox10	Sh3kbp1	1
Zeb1	Esrp2	-1
Zeb2	Esrp2	-1
Hif1a	Map3k11	1
Ahr	Spp1	1
Ar	Casp3	1
Dmtf1	Cdkn1a	1
Kmt2a	Il13	1
Myb	Il13	1
Myb	Krt9	1
Nr1h2	Nras	1
Runx1	Wnt5a	1
Gfi1	Lep	1
Gfi1	Runx2	-1
Runx2	Gfi1	-1
Sp6	Amtn	1
Sp6	Rock1	1
Pitx2	Gast	1
Stat3	Ndn	-1
Sox9	Spp1	-1
Atf3	Ins2	1
Atf3	Wnt2	1
Kmt2a	Avp	1
Kmt2a	Chd1	1
Yy1	Wnt1	-1
Smad4	Ccl12	1
Srf	Col1a2	1
Nr4a1	Eno3	1
Pitx2	Htra1	1
Hif1a	Gata1	1
Nfe2l2	Tle5	1
Esr2	Gstp1	1
Esr2	Gstp2	1
Myc	Prrx1	1
Irf5	Trim63	1
Myc	H2az1	1
Sp7	Ephb2	1
Erg	Gata4	1
Ets1	Gata4	1
Fli1	Gata4	1
Dnmt3b	Esr1	1
Twist1	Esr1	-1
Prdm1	Id3	1
Dnmt1	Ogg1	1
Spi1	Ogg1	1
Sp1	Adamts4	1
Rel	Ifnb1	1
Relb	Ifnb1	1
Foxa2	Dio1	-1
Usf1	Dio1	1
Foxa1	Dio1	1
Tp53	Lats2	1
Tp53	Yap1	1
Hhex	Ppig	1
Sox17	Ppig	1
En1	Slc18a2	1
Pitx3	Aldh1a1	1
Pitx3	Slc18a2	1
Stat6	Il27	1
Nr2c2	Traf6	1
Nr2c2	Il6	1
Rela	Il12a	1
Tp53	Vhl	1
Vhl	Tp53	1
Gli2	Col10a1	-1
Gli3	Col10a1	1
Smad1	Ezh2	1
Smad1	Fgfr1	1
Smad1	Krt27	1
Smad1	Me3	1
Smad6	Fgfr1	1
Smad6	Kras	1
Smad6	Krt27	1
Smad6	Me3	1
Smad1	Parvb	1
Mef2c	Ptp4a3	1
Tp53	Gnaq	1
Ar	Rhd	1
Etv4	Egln1	1
Fos	F7	1
Fos	Mmp7	1
Dnmt1	F7	1
Dnmt1	Mmp7	1
Ssrp1	Cyp11b2	1
Nfatc2	Cbx3	1
Hey2	Mmp10	1
Lhx8	Bdnf	1
Pitx2	Aldh5a1	1
Pitx2	Gabrb3	1
Egr3	Gabrb3	1
Mef2a	Gabrb3	1
Irf3	Ifnar1	1
Esr1	Birc3	1
Kat7	Birc3	1
Ar	Rab3b	1
Nkx3-1	Rab3b	1
Sp1	Fas	1
Hoxa7	Hoxa7	1
Hoxa7	Pcgf2	1
Pcgf2	Hoxa7	-1
Hif1a	Abcc8	1
E2f1	Mmp14	1
E2f1	Mmp15	1
Hnf4a	Prdm5	1
Prdm5	Prdm5	1
Cebpb	Bdnf	1
Esr1	Snai1	1
Snai1	Esr1	1
Esr1	Prmt2	1
Klf6	Gck	1
Nfkb2	Dapk1	-1
Tfam	Bcl2l1	1
Spi1	Insr	1
Zbtb17	Rb1	1
Gata6	Slc2a4	1
Esr1	Itk	1
Myb	Itk	1
Myb	Cdh1	-1
Atf6	Bglap	1
Atf6	Bglap3	1
Atf6	Bglap2	1
Atf6	Tcirg1	1
Hif1a	Slc2a3	1
Nfatc1	Nfatc2ip	1
Nfatc1	Traf2	1
Nfatc2	Nfatc2ip	1
Nfatc2	Traf2	1
Ets1	Junb	1
Hbp1	Mcl1	1
Stat3	Plk1	1
Kat5	Myb	1
Kat5	Myc	1
Jarid2	Notch1	1
Jarid2	Setdb1	1
Sp7	Vegfa	1
Pax3	Pax6	-1
Pax6	Pax3	1
Spi1	H2-T23	1
Spi1	Gstp1	1
Spi1	Gstp2	1
Tbx15	Msi1	1
Hif1a	Kcnmb1	1
Klf3	Wee1	-1
Hif1a	Btg2	1
Hif1a	Ndrg1	1
Ahr	Fshr	1
Myb	Kdr	1
Tp53	Kmt5a	1
Tp63	Kmt5a	1
Eomes	Il5	1
Stat3	Nox1	1
Pitx2	Ednra	1
Pitx2	Nox1	1
Pitx2	Prkcg	1
Pitx2	Prkch	1
Stat3	Prkcg	1
Stat3	Prkch	1
Mycn	Ccne1	1
Gata3	Foxc1	-1
Esr1	Pbx1	1
Pbx1	Esr1	1
Stat5a	Socs6	1
Stat5b	Socs6	1
Irf3	Il23a	1
Atf4	Mcl1	1
Ar	Lin28a	1
Sall3	Sall3	1
Sall3	Sall4	1
Sall4	Sall3	-1
Smad4	Pak1	1
Ssrp1	Pak1	1
Tcf12	Cdh1	-1
Tcf12	Fn1	1
Nfyb	Ier5	1
Nfyb	Cdc25b	1
Kat5	Sart3	1
Lhx2	Fshb	1
Sp1	Ctse	1
Pax8	Cdh17	1
E2f1	Mcph1	1
Sp3	Apba1	1
Sp3	App	1
Rela	Cldn5	-1
Gata1	Plk2	1
Atf3	Epo	1
Jun	Epo	1
Tbx15	Egfr	1
Cebpb	Mapk8	1
Stat3	Enpp2	1
Erg	Pim1	1
Erg	Ccnb1	1
Ascl1	Hbb-y	1
Ascl1	Hbb-bh1	1
Pparg	F3	-1
Rbpj	Abcc1	1
Esr1	Hoxc10	1
Esr2	Hoxc10	1
Kmt2a	Hoxc10	1
Kmt2b	Hoxc10	1
Ezh2	Aldh1a1	-1
Ezh2	Dact3	-1
Ezh2	Sstr1	-1
Myc	Bag2	1
Sp1	Bag2	1
Kat8	Fgfr1	1
Kdm5b	Krt16	1
Mbd2	Krt16	1
Pou5f1	Myod1	-1
Jun	Irak3	1
Smarca1	Cecr2	1
Smarca5	Cecr2	1
Ar	Jpt1	1
Ar	Steap4	1
Sp1	Abcg1	1
Pgr	Ihh	1
Hnf4a	Soat2	1
Nr0b2	Acat2	-1
Tp53	Tpt1	-1
Snai1	Akt1	1
Snai1	Akt2	1
Elf3	Mmp13	1
Elf4	Elf4	1
Gfi1b	Elf4	1
Cnot4	App	1
Myc	Rhoa	1
Kat5	Tnfrsf11a	1
Ncoa3	Cdk1	1
Ncoa3	Ppp1cc	1
Foxo1	Men1	1
Stat5a	Fgf21	1
Ssrp1	Ghr	1
Nr2c2	Tab2	1
Gtf3a	Kdr	1
Foxc2	Kdr	1
Tfcp2	Mmp9	1
Ar	Gpt	1
Lef1	Mmp2	1
Ssrp1	Scnn1g	1
Pparg	Scnn1a	1
Nhlh2	Maoa	1
Sp1	Cers2	1
Klf6	Cers2	1
Hes1	Notch2	1
Notch1	Hey1	1
Hey1	Notch1	1
Hey1	Notch2	1
Nr2f1	Cyp11b2	1
Wt1	Srpk1	1
Arid3a	Cdkn1a	1
Pias3	Esr1	1
Esr1	Pias3	1
Nr2e3	Esr1	1
Kmt2a	Asb2	1
Jund	Gcm1	1
Gcm1	Jund	1
Nfe2	Gcm1	1
Jund	Oga	1
Kat7	Gcm1	1
Nfe2	Oga	1
Evx1	Inhba	1
Rela	Lta	1
Ddit3	Pkd1	1
Gata2	Casp3	1
Gata2	Tp53	1
Tp53	Gata2	1
Ezh2	Ar	1
Gata6	Dusp16	1
Gata6	Mapk8	1
Tfap2a	Ifngr1	1
Esr1	Irs1	1
Rora	Fasn	1
Tp53	Dcaf1	1
Cebpa	Rnf144a	-1
Mta1	Rnf144a	-1
Mta1	Epha2	-1
Hic1	Epha2	-1
Tp53	Cep55	-1
Tp53	Slc16a1	1
Sp1	Dlk2	1
Gtf3a	Bok	1
Srf	Bok	1
E2f1	Cdk2	1
Rela	Nampt	1
Rorb	Rorb	1
Hnf4a	Scarb1	1
Arx	Arx	1
Arx	Lmo1	-1
Arx	Shox2	-1
Shox2	Arx	1
Shox2	Lmo1	1
Isl1	Pitx1	1
Lhx3	Pitx1	1
Hic1	Adrb2	1
Nr2e1	Nr2e1	-1
Sox2	Nr2e1	1
Nr1h2	C3	1
Nr1h3	C3	1
Ar	Srd5a3	1
Irf7	Cysltr2	1
Ahr	Dpep1	1
Dnmt3a	Brca1	1
Dnmt3b	Brca1	1
Nr0b2	Mdm2	1
Hnf4a	Mdm2	1
Tp53	Fosl1	1
Stat2	Nfkb2	1
Stat2	Crebbp	1
Mlxipl	Gcgr	1
Ctcf	Cdh1	1
Ctcf	H2az1	1
Foxa1	Snai2	-1
Snai2	Foxa1	-1
Snai2	Klf4	-1
Klf4	Snai2	-1
Mta1	Hmmr	1
Jun	Hmmr	1
Aire	F11	1
Ybx1	E2f1	1
Meox1	Cdkn1a	1
Meox1	Cdkn2a	1
Hmga1	Mmp9	1
Ncor2	Mmp9	1
Pparg	Mmp9	-1
Clock	Ins2	1
Clock	Nefh	1
Clock	Th	1
Nkx2-1	Daxx	1
Id3	Il2rb	1
Nfil3	Il2rb	1
Esr1	Slc22a5	1
Nr4a2	Slc22a5	1
Figla	Figla	1
Znf24	Ctnnb1	1
Znf24	Ccnd1	1
Znf148	Tp53	1
Cxxc1	Nos2	1
Runx1	Gfra2	1
Runx1	Trpv1	1
Hr	Mcph1	1
Lmo2	Lck	1
Ctcfl	Fer	1
Grhl2	Cdc42se1	1
Zeb2	Itga5	1
Esr1	Skil	1
Skil	Esr1	1
Hsf1	Polk	1
Sp1	Mmp11	1
Runx3	Akt1	-1
Sox4	Cdkn1a	1
Atf4	Fgf21	1
Arid1a	Smarca2	1
Arid1b	Smarca4	1
Pbrm1	Smarca2	1
Pbrm1	Smarca4	1
Klf10	Pttg1	-1
Pitx2	Oca2	1
Mitf	Oca2	1
Gli3	Wnt2	1
Dmrt3	Wnt8b	1
Gli3	Wnt8b	1
Erg	Cldn5	1
Nfkb2	Irs1	1
Hbp1	Irs1	1
Hif1a	Ngb	1
Egr1	Ngb	1
Nfkb1	Ngb	1
Sp1	Ngb	1
Rel	Ngb	1
Rela	Ngb	1
E2f1	Sele	1
Foxo1	Ccl20	1
Ppara	Atp2a2	1
Pparg	Atp2a2	1
Atrx	Atrx	1
Cdx2	Atrx	1
Ddit3	Myod1	1
Cebpb	Ccnd1	1
Smarca5	Ccnd1	1
Runx2	Klk4	1
Jun	Ache	1
Jun	Slc4a4	1
Nfkb1	Ache	1
Nfkb1	Hp	1
Nfkb1	Slc4a4	1
Tp53	Slc4a4	1
Rora	Bhlhe40	1
Rora	Bhlhe41	1
Nfe2l2	Sod1	1
Bcl11b	Mdm2	1
Sp1	Serpina3c	1
Sp1	Serpina3k	1
Sp1	Serpina3m	1
Zbtb7b	Serpina3c	1
Zbtb7b	Serpina3k	1
Zbtb7b	Serpina3m	1
Nfe2l3	Pla2g7	1
Pparg	Cic	1
Ppara	Cic	1
Kat5	Birc2	1
Kat5	Xiap	1
Cebpa	Tp63	1
Tp63	Ebp	1
Tp63	Nqo1	1
Hmga1	Cdc25a	1
Stat3	Skp2	1
Irf9	Ifng	1
Rela	Ccn1	1
Tp53	Col4a1	1
Twist1	Rela	-1
Rela	Twist1	1
Zbtb7c	Cdkn1a	-1
Fosl1	Il11	1
Sp1	Mfn2	1
Ppara	Rbp4	1
Pparg	Rbp4	1
Nr1i2	Cyp3a13	1
Nr3c1	Cyp3a13	1
Runx3	Ncr1	1
Runx1	Fxyd2	1
Myb	Vav1	1
Srebf2	Usf1	-1
Rela	Jak1	1
Usf1	Tbx21	1
Klf9	Dkk1	1
Pgr	Dkk1	1
Pitx2	Tyr	1
Cebpa	Per2	1
Hr	Per2	1
Ar	Ctnnd2	1
Tp53	Trim8	1
Etv6	Ptpn13	1
Etv6	Fap	1
Irf8	Fap	1
Mixl1	Kdr	1
Sox2	Ntrk3	1
Ddit3	Nos3	-1
Foxo1	Ccnd1	-1
Nfat5	Ddx17	1
Nfat5	Ddx5	1
Esr2	Imp3	1
Esr1	Imp3	1
Esr2	Egfr	-1
Etv2	Prkaca	1
Creb1	Etv2	1
Etv2	Etv2	1
Foxa2	Mmp7	1
Tp53	Cdk6	1
Ppard	Mat2a	1
Pparg	Mat2a	-1
Ppara	Mat2a	1
Pgr	Plin2	1
Stat3	Pim1	1
Dnmt1	Alb	1
Dnmt1	Runx3	1
Nr4a2	Mmp13	1
Nr4a2	Timp2	1
Nfe2l2	Bcl2	1
Tfcp2	Hspb1	1
Hmga1	Cdh1	-1
Hmga1	Twist1	1
Zbtb33	Ccnd1	-1
Klf6	Lcor	1
Tp53	Oma1	1
Tp53	Uchl1	1
Gli2	Sox8	1
Sp1	Agtrap	1
Klf4	Agtr1a	1
Hnf4a	Abca1	1
Hnf4a	Apoa1	1
Ar	Ptpn1	1
Ncoa3	Pias1	1
Esr1	Pias1	1
Irf4	Fkbp4	1
Tcf12	Fgfr1	1
Tcf12	Me3	1
Tcf12	Nprl3	1
Myc	Vhl	1
Six1	Cdh1	-1
Hinfp	Pcsk9	1
Hinfp	Cd44	1
Kat7	Pcsk9	1
Hif1a	Atp13a2	1
Twist1	Cdkn2a	-1
Sp1	Mndal	1
Sp1	Ifi203	1
Sp1	Pyhin1	1
Sp1	Ifi205a	1
Sp1	Ifi208	1
Sp1	Q504N7	1
Sp1	Mnda	1
Sp1	Ifi204	1
Stat3	Socs2	1
Stat5a	Socs2	1
Esr1	Prss23	1
Spi1	Zap70	1
Tbpl1	Spi1	1
Tbpl1	Zap70	1
Nr2f2	Ctnnb1	1
Neurod1	Atoh1	-1
Sox2	Atoh1	1
Sox18	Mmp7	1
Tgif1	Sox3	-1
Cebpb	Cd14	1
Fos	Fcer1g	1
Sp1	Tnfsf13	1
Nr4a2	Thop1	1
Dnmt1	Adh1	1
Dnmt1	Hgf	1
Nkx3-1	Hgf	1
Egr2	Chd4	1
Jun	Chd4	1
Hes1	Gria1	1
Ascl1	Gria1	1
Tcf3	Gria1	1
Hes1	Mapk8	1
Isl1	Fgf10	1
Stat2	Oas1a	1
Egr2	Il2rb	1
Klf4	Dlk2	1
Elf3	Prr9	1
Elf4	Pparg	1
Barhl2	Avpr2	1
Sp1	Irf3	1
Nfe2l2	Psmb5	1
Egr1	Hes1	1
Pdx1	Ogt	1
Foxo3	Skp2	-1
E2f1	Tlr3	-1
Nr4a1	Cpt1a	1
Hr	Mmp1a	1
Myc	Prmt1	1
Ezh2	Atoh1	1
Cic	Rasa1	1
Nr2e1	Rasa1	1
Klf11	Fgfr1	1
Klf11	Hp	1
Klf11	Krt9	1
Klf11	Me3	1
Stat3	Ccl20	1
Nkx3-1	Selenoh	1
Hif1a	Vasp	1
Jun	Pdcd4	1
Nfat5	Hspa4	1
Yy1	Pdgfra	-1
Fos	Pdgfra	-1
Znf354c	Pdgfra	1
Fli1	Phlda1	-1
Hand1	Dbh	1
Hand1	Th	1
Cebpd	Dlk1	1
Cebpg	Ucp1	1
Tfap2b	Apoe	1
Cdx2	Mep1a	1
Hnf1b	Mep1a	1
Hnf1b	Mep1b	1
Fosl2	Lep	1
Sohlh1	Kit	1
Sohlh2	Kit	1
Myog	Pax7	1
Pax7	Myog	1
Hbp1	Pax7	1
Ssrp1	Pax7	1
Myog	Ager	1
Pax7	Ager	1
Nr3c1	Brca1	1
Stat3	Ikbke	1
Myc	Cxcl13	1
Myc	Nfatc3	1
Myc	Tnfsf11	1
Zbtb7c	Fasn	1
Sox11	Bdnf	1
Hbp1	Bcl2	1
Nfatc2	Myc	1
Pparg	Hk2	1
Satb2	Ski	1
Fam170a	Akt1	1
Fos	Serpinb2	1
Fosb	Serpinb2	1
Jun	Serpinb2	1
Smarca1	Il10	1
Arid1a	Il10	1
Pbrm1	Crebbp	1
Pbrm1	Il10	1
Myb	Nprl3	1
Dmrt1	Hsd3b1	1
Rara	Klf4	1
Klf4	Rara	-1
Ybx1	Klf4	1
Mlxipl	Pnpla3	1
Mef2c	Mstn	1
Mef2c	Mlip	1
Myc	Cdk8	1
Cebpd	Bcl2l11	1
Ddit3	Bcl2l11	1
Hsf1	Ptgs2	1
Ar	Notch1	1
Tfap2a	Plin2	1
Esr1	Bmpr2	1
Fosb	Oga	1
Fos	Cdk5	1
Foxo3	Ros1	1
E2f1	Nusap1	1
Rora	Sema3f	1
Hif1a	Pecam1	1
Rara	Abcg1	1
Litaf	Mcat	1
Stat3	Hk2	1
Ets2	Syk	1
Jun	Syk	1
Ctcf	Lta	1
Ctcf	Tnf	1
Ctcf	Ltb	1
Kat5	Ppp2r5c	1
Kat5	Rho	1
Kat7	Ppp2r5c	1
Kat7	Rho	1
Arx	Ackr3	1
Arx	Igf1	1
Arx	Lgi1	1
Arx	Phlda1	1
Arx	Plpp1	1
Arx	Rasgef1b	-1
Arx	Slc12a5	1
Arx	Slit2	-1
Arx	Tgfb3	1
Ebf3	Ackr3	1
Ebf3	Igf1	1
Ebf3	Lgi1	1
Ebf3	Plpp1	1
Ebf3	Slc12a5	1
Ebf3	Slit2	1
Egr1	Ackr3	1
Egr1	Lmo1	1
Egr1	Plpp1	1
Egr1	Slc12a5	1
Egr1	Slit2	1
Ets2	Ackr3	1
Ets2	Igf1	1
Ets2	Lgi1	1
Ets2	Lmo1	1
Ets2	Plpp1	1
Ets2	Slit2	1
Hnf4a	Mttp	1
Ets1	Fn1	1
Lef1	Ctnnal1	1
Tfap2a	Ctnnal1	1
Nr5a2	Greb1	1
Rarg	Tgm4	1
Mtf1	Dnmt1	1
Nr0b2	Mtf1	1
Nr4a2	Pitx3	1
Atf4	Sirt1	1
Tp63	Znf750	1
Tp53	Nlrp10	1
Ncoa3	Hmox1	1
Kdm5b	Cdkn1a	1
Myc	Elavl1	1
Zbtb20	Fbp1	-1
Kat7	Drd2	1
Klf11	Drd2	1
Klf11	Grin1	1
Esr1	Hadhb	1
Nanog	Fgf4	1
Zfp42	Fgf4	1
Znf143	Fgf4	1
Nanog	Tob1	-1
Spdef	Stmn1	1
Id2	Gfap	1
Id2	Tubb3	1
Id4	Gfap	1
Id4	Tubb3	1
Thra	Ilf3	1
Esr1	Tex11	1
Esr2	Tex11	1
Creb1	Nags	1
Hnf1a	Nags	1
Sp1	Nags	1
Pax6	Dkk3	-1
Pax6	Sphk1	1
Foxo1	Vegfa	1
Znf804a	Drd2	1
Sall4	Kit	1
Nfe2l2	Erbb2	1
Rela	Mapk1	1
Crebzf	Ins2	1
E2f1	Hmga1	1
Gata1	Plcg1	1
Gata2	Plcg1	1
E2f3	Rad18	1
Zkscan7	Ptch1	1
Irf6	Fgf23	1
Pou1f1	Fgf23	1
Vdr	Fgf23	1
Snai1	Reln	1
Myb	Myadm	1
Nr2c2	Gadd45a	1
Tfcp2	Tfcp2	1
Sp7	Alpl	1
Lmx1b	Gad1	1
Lmx1b	Slc17a6	1
Creb1	Htt	1
Rest	Htt	-1
Yy1	Htt	1
Meis3	Meis3	-1
Meis3	Tshz1	1
Tshz1	Meis3	-1
Tshz1	Tshz1	1
Hif1a	Cybb	1
Hif1a	Uts2	1
Foxo1	Scn5a	1
Mitf	Nox4	1
Mbd2	Kdm8	1
Epas1	Ep300	1
Eomes	Inhba	1
Pax6	Pkd1	1
Pax6	Slc2a2	1
Pdx1	Pkd1	1
Epas1	Kcnj11	1
Gfi1	Entpd1	-1
Gfi1	Nt5e	-1
Stat3	Entpd1	1
Stat3	Nt5e	1
Zhx2	Ccna2	-1
Zhx2	Ccne1	-1
Lhx8	Scnn1a	1
Runx1	Pcgf1	1
Sp1	Stk11	1
Otx2	Gnrhr	1
Rfx2	Fgf1	1
Rfx3	Fgf1	1
Nr1h3	Fbp2	1
Lmx1b	Wnt7a	1
Mitf	Vegfa	1
Tfe3	Vegfa	1
Nr3c1	Runx2	-1
Runx2	Cdkn1b	1
Ctcf	Cftr	1
Mef2a	Myh7b	1
Irf1	Ido1	1
Ezh2	Igf1	1
Dnmt3a	Myog	1
Ezh2	Myog	1
Myog	Igf1	1
Hsf1	Trpv1	1
Tbx21	Il10	-1
Nfatc2	Il9	1
Rela	Il9	1
Nr0b1	Prkn	1
Nr5a1	Rnf31	1
Esr1	Mapk1	1
Esr1	Prkcd	1
Fos	Gper1	1
Esr1	Skp2	1
Lef1	H2ax	1
Egr1	Bcar1	1
Egr1	Rbl2	1
Elk1	Zfp36	1
Gata4	Fshr	1
Ncoa1	Oxt	1
Srf	Igf1	1
Pparg	Elovl3	1
Jun	Prdm1	1
Myb	Ctsd	1
Myb	Mmp1a	1
Atf2	Tle1	1
Spi1	Tle1	1
Hr	Dlx3	1
Gata1	Cbfa2t3	1
Runx1	Cbfa2t2	1
Tp53	Ap3b1	1
Nfatc3	Atf3	1
Nfatc3	Rhd	1
Pou5f1	Cga	-1
Gata3	Chst4	1
Sp1	Chst4	1
Tbx21	Chst4	1
Sp1	Tbx21	1
Tbx21	Sp1	1
Tbx21	Spi1	1
Kat7	Spi1	1
Zbtb7a	Cdk2	1
Aire	Ica1	-1
Ascl1	Cga	1
Ascl1	Avpr2	1
Klf4	Il1b	1
Uncx	Egln3	1
Epas1	Egln1	1
Gata2	Asah2	1
Msx1	Dkk1	-1
Sp1	Pparg	1
Pparg	Sp1	1
Ar	Tacc2	1
Foxn1	Esr1	1
Esr1	Krt9	1
Hey1	Nfatc1	1
Rbpj	Nfatc1	1
Pgr	Fam110c	1
Lrrfip1	Pth	1
Foxm1	Hells	1
Sp3	Irf3	1
Nrf1	Irf3	1
Sox11	Wnt4	1
Pitx2	Tbx20	1
Hr	Camp	1
Atf3	Apob	1
Atf3	Sort1	-1
Ppard	Mafa	1
Tp53	Mark1	1
Tp53	Me3	1
Hif1a	Xpa	1
Yy1	Il1b	1
Hif1a	Lpin1	1
Pparg	Cdh1	1
Pparg	Syk	1
Spi1	Hgf	1
Spi1	Mmp9	1
Spi1	Syk	1
Atf3	Ch25h	1
Mecom	Pparg	1
Hif1a	Rapgef3	1
Scx	Smn1	1
Atf3	Cebpa	-1
Atf3	Ebp	1
Hif1a	Arc	1
Pou5f1	Cdkn1a	-1
Rora	Cs	1
Ascl1	Acta2	1
Ascl1	Actg2	1
Ascl1	Tgfb1	1
Ascl1	Timp1	1
Ascl1	Ptpn6	1
Tfcp2	Ascl1	1
Esr1	Slc1a2	1
Esr2	Slc1a2	1
Nrf1	Nr3c1	1
Sox7	Cdh5	1
Srebf1	Cd5l	1
Pax7	Notch1	1
Nanog	Ptk2	1
Runx2	Nr2f2	-1
Nr2f2	Bmp2	1
Nr2f2	Bglap	-1
Nr2f2	Bglap3	-1
Nr2f2	Bglap2	-1
E2f1	Casp3	1
Patz1	Bcl6	-1
Ctcf	Hmox1	1
Emx2	Sox2	-1
Pitx2	Igf1r	1
Mef2a	Camk4	1
Smad7	Apc	1
Gli2	Mitf	-1
Snai2	Jup	-1
Rela	Mcl1	1
Cebpb	Egfr	1
Cebpg	Egfr	1
Ssrp1	Tp53	1
Rara	Hk3	1
Smad3	Il9	1
Hif1a	S100a9	1
Hif1a	S100a8	1
Creb1	Mmp13	1
Ezh2	Pebp1	-1
Nr4a3	Ins2	1
Atf4	Tnc	1
Dnmt1	Ereg	1
Dnmt3b	Ereg	1
Tp73	Rbm38	1
Ar	Ccnb1	-1
E2f1	Ccnb1	1
Ncor2	Ccnb1	1
Ar	Dlst	1
Crem	Abcc8	1
Pou2f1	Poli	1
Tcf15	Tnmd	1
Tfap2a	Ctnnb1	1
Tbpl1	Cdkn1a	1
Tp53	Timeless	1
Smad1	Lrp5	1
Lef1	Col10a1	1
Mybl2	Plk1	1
Sim2	Myod1	1
Esr1	Fosl1	1
Fosl1	Esr1	1
Egr1	Fos	1
Sox10	Dhh	1
Cebpd	Irak1	1
Hnf4a	Cby1	1
Hnf4a	Inhba	1
Rara	Tnfrsf12a	1
Tp63	Hgf	1
Foxe1	Esr1	-1
Foxe1	Ccnd1	-1
Sall3	Cdh1	1
Ppara	Fgf1	1
Pparg	Fgf1	1
Sox9	Ctnnb1	-1
Neurod1	Nes	-1
Pax6	Nes	1
Hes1	Sar1b	1
Neurod1	Notch1	1
Pax6	Notch1	1
Pax6	Sar1b	1
Atf5	Npm1	1
Npm1	Atf5	-1
Atf5	Aprt	1
Stat3	Prok2	1
Vdr	Il2	1
Hnf1b	Mib1	1
Neurog3	Mib1	1
Ptf1a	Mib1	1
Nfya	Hspa5	1
Tbp	Hspa5	1
Bcl6	Hsd17b1	1
Bcl6	Slc22a6	1
Bcl6	Slc22a8	1
Ezh2	Vcl	1
Crem	Ptger2	1
Foxo3	Ifnb1	1
Foxo3	Trim63	1
Rest	Lin28a	-1
Pax3	Mbp	-1
Foxo1	Cpt1a	1
Pax3	Cpt1a	1
Irf8	Irf5	1
Irf5	Irf8	1
Lhx2	Pou1f1	1
Zfp395	Slc16a2	1
Gli3	Vmp1	1
Kat7	Vmp1	1
Yy1	Psca	1
Runx2	Gdf10	-1
Fos	Tnfsf13b	1
Sp3	Ppp1r14a	1
Sp1	Ppp1r14a	1
Tbp	Camk4	1
Gata4	Pias1	1
Tcf4	Ccn1	1
Nr1h4	Cacna1a	1
Nr1h4	Tmie	1
Ncoa1	Egfr	1
Ncoa1	Vegfa	1
Pgr	Egfr	1
Sox2	Asxl1	1
Znf263	Asxl1	1
Runx2	Osr2	1
Atf2	Osr2	1
Smad3	Osr2	1
Creb1	Pnoc	1
Gmeb1	Per2	1
Smarca1	Bin1	1
Smarca1	Smarcb1	1
Myc	Srsf1	1
Creb1	Ormdl3	1
Ets1	Ormdl3	1
Nfe2l2	Cav1	1
Neurog2	Ccne2	-1
Nfkb2	Ifnb1	-1
Myc	Sox9	1
Hsf1	Il10	1
Esrrg	Pck1	1
Nr1d1	Gja1	1
Foxo3	Sdc2	1
Myc	Plau	1
Lef1	Vim	1
Gfi1	Mbp	1
Gfi1	Prg2	1
Dlx5	Pparg	-1
Creb1	Pparg	1
Jund	Hbz	1
Ahr	Cd55b	-1
Ahr	Cd55	-1
Tal1	Itga2b	1
Hif1a	Wdr83	1
Prdm1	Sumo1	1
Zbtb16	Gata4	1
Dnmt3a	Esr1	1
Dbp	Papss2	1
Dbp	Polh	1
Dbp	Rpsa	1
Tp53	Nfe2l2	1
Hnf4a	S100a6	1
Lef1	S100a6	1
Tbx21	Gpr132	1
Rora	Cd79a	1
Tbx21	Cd79a	1
Ezh2	Camk4	1
Ezh2	H2-Ea	1
Ezh2	P04224	1
Ezh2	H2-T23	1
Lmx1a	Slc6a3	1
Sp1	Bloc1s6	1
Sp1	Mia	1
Sp1	Nme5	1
Sp1	Tnnt1	1
Id3	Pcsk1	1
Myc	Id3	1
Myc	Pcsk1	1
Tcf3	Pcsk1	1
Hoxa10	Setbp1	1
Setbp1	Hoxa10	1
Hoxa9	Setbp1	1
Setbp1	Hoxa9	1
Nfatc1	Ccnd1	1
Pitx2	Stat4	1
Creb1	Areg	1
Arx	Chga	1
Arx	Gast	1
Arx	Sct	1
