source	target	mor
STAT5A	FCGR1A	1
STAT5B	FCGR1A	1
STAT1	CNTF	1
REL	HMGN1	1
FOS	NFKBIA	1
JUN	NFKBIA	1
ZBTB7B	COL1A2	1
ID2	GAP43	1
TCF12	GAP43	1
SSRP1	IL5	1
FOS	CTNND1	1
POU3F1	OXT	1
POU3F2	OXT	1
POU3F3	OXT	1
POU3F4	OXT	1
RCOR2	TNF	1
GSC	INHBA	1
JUND	RABEP2	1
MITF	GNG2	1
MITF	HP	1
ESR1	CALCA	1
FOXM1	CYP2B6	1
GABPA	CYP2B6	1
HNF1A	CYP2B6	1
UBP1	CYP2B6	1
CEBPB	TGFA	1
ESR1	FSHB	1
POU2F1	TSHB	-1
GATA4	MLC1	1
ALX1	PRL	-1
NR3C1	MPG	1
CEBPB	ELANE	1
CEBPD	ELANE	1
POU3F1	CHRNA2	1
ELF1	BLK	1
ELF1	CD79A	1
ELF1	LYN	1
ELF2	CD79A	1
ELF2	LYN	1
STAT6	IL1RN	1
TFAP2A	HOXA4	-1
TFAP2A	KRAS	1
ID1	TAL1	1
THRB	SERPINC1	1
USF1	LAT	1
CREM	ADRB1	-1
ZNF354C	IL2	1
ZNF354C	TNF	1
SSRP1	IL1B	1
EGR1	VAMP2	1
SP1	VAMP2	1
PITX2	CSH1	1
MAX	TKT	1
MYC	TKT	1
CUX2	NCAM1	1
FOS	PLAUR	1
IRF2	CYBB	1
AR	MMP1	-1
POU1F1	THRB	1
SREBF1	FDPS	1
NFKB1	RB1	1
ELK3	PRL	1
FOSL1	DCN	1
JUNB	DCN	1
CEBPA	C6	1
MYBL1	GATA1	1
E2F4	MYBL2	-1
TFDP1	MYBL2	1
AR	TKT	1
MAX	CCNB1	-1
NR2F1	CYP2D6	-1
STAT6	IL4R	1
TP63	LGALS1	1
PAX8	TSHB	1
TTF1	TSHB	1
PAX8	TXN	1
TTF1	TXN	1
HIF1A	HSP90AB1	1
MYOG	ACHE	1
PHF20	KRAS	1
TBP	RNASE1	1
LITAF	GAP43	1
NEUROD2	GAP43	1
FOXM1	TAT	1
ZNF362	MBP	1
TTF1	KRAS	1
AR	DNASE1	1
FOXN1	TIMP3	1
MSC	RAP1A	1
HOXB7	IAPP	1
ISL1	IAPP	1
AHR	ISL1	1
HR	DRD1	1
FOS	MELTF	1
GATA3	CD3E	1
HNF1A	CD3E	1
THRB	SLC25A5	1
JUN	PDYN	1
SP1	RYR2	1
AR	GOT1	1
XBP1	RANBP1	1
XBP1	RB1	1
MYC	MPZ	1
EGR1	TNFRSF1B	1
FOS	CDK4	1
NFIA	NME1	1
CEBPA	ADRB2	-1
TP53	TYR	-1
POU2F1	OPRM1	-1
SRF	AR	1
AR	SLC39A6	1
PDX1	GK	1
HR	LAMB1	1
NR3C1	LAMB1	1
ESR1	MPPED2	1
ESR1	PTH	1
PAX8	INS	1
MYOD1	E2F1	1
E2F1	MYOD1	-1
POU3F4	DRD1	1
TP53	IL4	-1
JUN	CYP2B6	1
ESR1	PTGFR	1
PAX5	JCHAIN	1
MYOG	ACTB	1
ATF1	MAPK14	1
ATF1	MAPKAPK2	1
AR	CACNA1B	1
AR	NF1	1
ETS1	DNTT	1
ELF1	DNTT	1
POU2F1	CRISP3	1
POU2F2	CRISP3	1
ESR2	SCN5A	1
ONECUT1	SI	1
YY1	SCGB1A1	1
TBP	SCGB1A1	1
TP53	DDIT3	1
ELK3	KRT8	1
HSF2	ALB	1
MXD1	IGHMBP2	1
ETV4	VIM	1
ERG	VIM	1
WT1	SDC1	1
TAL1	CD74	1
TAL1	PDIK1L	1
TAL1	CSNK2A1	1
HMGA1	FCGRT	1
EGR1	IFNG	1
CREM	ACE	1
ESR1	PENK	1
JUN	TP53BP1	1
MAFK	HDC	1
NFE2	HDC	1
SP3	IGF1	1
CEBPZ	ERVW-1	1
REL	BTK	1
NFE2	TYMS	1
CEBPG	SOD1	1
SP1	HSPB1	1
ETS1	MET	1
SPIB	BTK	1
HMGA1	CD28	1
HMGA1	CSF2	1
FOS	NF1	1
FOS	USP7	1
JUNB	NF1	1
EGR1	NGF	1
EGR1	VGF	1
EGR4	IL1A	1
EGR4	MAPK1	1
EGR4	NGF	1
EGR4	VGF	1
NR4A1	IL1A	1
NR4A1	MAPK1	1
NR4A1	VGF	1
MAF	RHO	1
NFIA	TNF	1
NFIC	TNF	1
TBP	GLUD1	1
HNF4A	CFB	1
YY1	GH1	-1
FOXA2	IGF1	1
FOXM1	IGF1	1
POU2F2	NOS1	1
POU2F1	POU1F1	-1
TADA2A	KAT2B	1
ZNF91	GAST	1
NR4A2	BTAF1	1
ELF1	IL2	1
ETS2	JUNB	1
JUNB	ETS2	1
NFIA	PROC	1
NFIC	PROC	1
SP1	VIP	1
AR	ORM1	1
WT1	ATP7A	1
SP1	HLA-DQB1	1
SP1	TUBB3	1
CEBPG	PECAM1	1
EGR1	PECAM1	1
IKZF1	PECAM1	1
TFAP2A	PECAM1	1
YY1	PECAM1	1
EGR1	CD74	1
EGR1	GLB1	1
NR2C1	TXNRD2	1
WT1	MAP4	1
ERG	MMP13	1
ERG	MMP3	-1
ETS2	MMP3	1
TBX15	TP53	1
SPI1	A2M	1
TOX	NR0B1	1
FOSL1	NQO1	-1
NFIA	DBI	1
APEX1	MGMT	1
APEX1	MPG	1
APEX1	POLB	1
GTF3A	PLAU	1
ID1	FSHR	1
REST	CHAT	-1
CEBPB	RBP4	1
ELF1	HSPA5	1
YY1	HSPA4	1
YY1	DENND2B	1
ERF	GATA2	1
STAT5A	CSF3R	1
MYC	CSF1	1
SP3	CSF1	1
ESR1	TIMM17A	1
POU4F1	POMC	1
HR	CIITA	1
CREM	PRL	1
TFAP2A	BDKRB2	1
SSRP1	CDKN2A	1
JUN	IL4	1
FOS	GAST	1
NFATC2	RNASE3	1
ATF1	PKD1	1
MNT	KRAS	1
FEZF2	IAPP	1
ELK3	APOA1	1
RARA	OTX2	1
SPI1	TSFM	1
ATF1	DBH	1
MYOD1	CCNB1	-1
FOXM1	CYP7A1	1
PITX2	CYP7A1	1
SP1	NR5A1	1
NR5A1	SP1	1
SP1	SF1	1
AHR	CDX2	1
AHR	APP	1
VDR	GTF2B	1
CEBPA	SOD1	1
ESR1	IGFBP1	1
FOS	NELFE	1
JUN	NELFE	1
AHR	VIT	1
ID3	CKM	1
ZBED1	RAF1	1
ESR1	ELP1	1
THRA	ELP1	1
VDR	ELP1	1
ZNF195	JUN	1
CEBPG	HGF	1
MYC	SP3	-1
SP3	MYC	1
NR4A1	CKM	1
TP53	HGF	1
IRF1	IFNGR1	1
STAT1	IFNGR1	1
PBX1	CYP17A1	1
HNF1A	CYP1A2	1
GATA1	PECAM1	1
GATA2	PECAM1	1
JUN	TAT	1
JUND	TNF	1
SP2	POLD1	1
SP3	POLD1	1
ZNF148	COL1A2	1
HBP1	MYC	-1
MYC	HBP1	1
TCF12	BDNF	1
TCF12	VGF	1
CEBPE	MPO	1
HAND1	GHRHR	1
HAND1	IL4	1
TCF12	DSP	1
TCF12	LCK	1
SMARCA1	BRCA1	1
SMARCA1	CDKN1C	1
SMARCA1	DYNC1H1	1
SMARCA1	GADD45A	1
SMARCA1	IGFBP2	1
SMARCA1	SLC9A3R2	1
TP63	ACTB	1
TP63	DYNC1H1	1
TP63	GADD45A	1
TP63	IGFBP2	1
TP63	SLC9A3R2	1
TP63	SMARCA1	1
TP53	NUP214	1
TP53	ZNHIT2	1
HR	CHRM4	1
REST	CHRM4	-1
VSX2	PCK1	1
HNF1A	SLC35A2	1
EGR1	NFKB1	1
NFKB1	EGR1	-1
USF1	POLI	1
SREBF1	GPAM	1
USF1	MYOD1	-1
NFKB1	NFKB2	1
RARG	IVL	1
GTF3A	HSPA4	1
TP53	FANCC	1
MYOD1	PLAU	1
FOS	SOD2	1
MYB	ALOX5	1
FOS	MCAT	1
PAX5	IGLL1	1
TP63	STXBP1	1
NFE2L1	HBB	1
TBP	EPO	1
MEF2A	FASTK	1
MEF2A	TNNT1	1
HNF1A	SERPINA6	1
HNF1B	SERPINA6	1
HNF1B	SERPINA7	1
MYC	GLB1	1
STAT6	SELE	-1
ZBTB14	ACTB	-1
MYC	TGFA	1
SMARCA1	LGALS1	1
FOXJ1	CFTR	1
FOXJ1	IGF2	1
FOXJ1	SERPINA3	1
FOXJ1	SCGB1A1	1
HMGB2	TNNC1	1
JUN	SELE	1
TBP	TAF11	1
GABPA	TPO	1
ETS2	HBEGF	1
NFATC2	CD28	1
PRDM2	HMOX1	1
PRDM2	SWI5	1
HLF	VEGFA	1
TFAP2A	GGT1	1
KMT2B	HHAT	1
KMT2B	TXN2	1
GATA5	CDC5L	1
GATA5	NELFE	1
GATA5	TNNC1	1
NR1D2	MYCN	-1
RORA	MYCN	1
SREBF1	BGLAP	1
JUN	RHD	1
MYBL2	HSP90B2P	1
ESR1	DBI	1
BARX2	L1CAM	1
CEBPG	PFKFB3	1
HR	CISH	1
JUN	SPRR2A	-1
CUX1	GSTK1	1
TFAP2A	CHAT	1
CEBPG	TOM1	1
GATA6	HDC	-1
JUND	MMP9	1
POU5F1	SLC2A3	1
FOS	HDC	1
JUN	HDC	1
JUN	GAST	1
HR	CRHR1	1
DNMT1	TAT	1
MYOD1	SLC2A1	-1
FOXI1	CDH1	1
HNF1A	CDH1	1
HNF1B	CDH1	1
TFAP2A	KLK3	1
JUN	TNC	1
RELA	TNC	1
PAX6	HTT	1
NEUROD1	HAND2	1
RBPJ	ERBB2	1
NR5A1	PRLR	1
THRB	TBXA2R	1
GATA1	CPOX	1
FOSB	IL2	1
NR4A1	ALDOC	1
THRB	MMP12	1
OTX2	TNC	-1
SP1	IL2	1
ZNF699	AFP	1
TAF1	IGFBP1	1
JUNB	MMP1	1
JUND	SPI1	1
CEBPG	IL1RN	1
MYBL2	DLST	1
REL	KRT14	1
ELF1	KRT14	1
POU2F2	ITGAX	1
JUN	PTH	1
JUNB	PTH	1
FOS	CSN2	1
NR2C1	ALDOA	1
STAT6	CSN2	1
FOXA2	PCK1	1
EGR2	LAT	1
EGR1	LAT	1
TBP	LAT	1
FOXL1	BMP2	1
FOXL1	BMP4	1
TBP	LARGE1	1
LMO2	LMO1	1
E2F1	TGFB1	1
GATA4	AGTR1	1
NEUROD1	KCNAB2	1
PPARA	APOC3	-1
JUN	KLK3	-1
SPI1	MFGE8	1
CEBPB	HGF	1
YBX3	GLB1	1
MYOG	SDC1	1
CUX1	CD8A	1
CUX1	OAS1	1
SATB1	OAS1	1
STAT2	IRF1	1
FOS	ICAM1	1
JUN	ICAM1	1
POU2F1	THRB	-1
SSRP1	AGTR2	1
SKIL	HSPA8	1
POU4F2	SNAP25	1
ETV4	CDKN1A	1
SP3	HGF	1
RARA	PCP2	1
PAX6	PPY	1
THRB	POR	1
THRB	SGCA	1
PPARA	APOC2	1
THRB	APOA2	1
THRB	TKT	1
NEUROD1	IAPP	1
NKX6-1	IAPP	1
PAX6	IAPP	1
FOXQ1	BGLAP	1
TFAP2A	HSD17B1	-1
NR0B1	GLB1	1
NR5A1	GLB1	1
EGR1	CD19	1
PREB	CD19	1
TFDP1	TP53BP1	1
RARA	SHH	1
HNF1B	FOXA3	1
HNF4A	PRKACA	1
CEBPG	YWHAZ	1
ELF3	KRT8	1
LITAF	KRT8	1
ID1	CKM	-1
ID1	PSMD4	1
MYOD1	PSMD4	1
SP3	RB1	1
HIF1A	TF	1
ID2	NGF	1
ID3	NGF	1
MYB	NRAS	-1
MYB	ITGAX	1
CEBPG	ITGAX	1
SSRP1	ITGAX	1
MEF2A	MEF2D	1
MEF2D	MEF2A	1
STAT5A	NR3C1	1
THRB	SQSTM1	1
TFEC	HMOX1	1
ZBTB17	BGLAP	1
EGR2	FST	1
TEAD1	GH1	-1
THRA	PRL	1
POU1F1	NRIP1	1
MSC	SHBG	1
TP53	TYMS	-1
SP1	ERVK-11	1
FOS	MT1E	1
NCOR2	IL1B	1
NCOR2	MMP1	-1
MYF6	TKT	1
NFKB2	CD2	1
NFKB2	CD28	1
REL	NFKB2	1
HIC1	IGF2	1
SIM2	ARNT	1
ATF6	FOS	1
MYC	DNPH1	1
PRRX1	ACP3	1
RORA	APOA1	1
ISL1	SHH	1
NR2F2	SHH	1
ELF4	MBP	1
ELF4	CD79A	1
PURA	CD79A	1
TFAP2A	CFD	1
ETS1	MYCN	1
ETS2	MYCN	1
ETV4	MYCN	1
SP1	ADRA1B	1
FOXD2	NF1	1
USF1	PSAP	1
SPI1	MYB	-1
MYC	IL3	1
SPI1	ITGAL	1
CEBPD	APOC3	1
SP3	ITGAX	1
PAX3	ITGAX	1
JUNB	VGF	1
STAT3	LIF	1
EGR1	CTSL	1
EGR1	FCER1G	1
TBP	BGLAP	1
SPI1	ATP9B	1
FLI1	TPO	1
SPI1	ITGA2B	1
ELK3	EGF	1
TCF3	RANGAP1	1
TP53	ERCC3	1
ESR1	TXN	1
AR	AKR1B15	1
STAT1	PLCG1	1
CEBPB	ABCC8	1
SP3	CHRNB4	1
SP3	TUBB3	1
MITF	TNFRSF1B	1
TCF12	INS	1
NKX2-1	SLC5A5	1
TFAP2A	CDH3	1
ZGPAT	KRAS	1
SP3	IGFBP1	1
SPI1	PKD1	1
PRDM2	TKT	1
GATA1	LCN2	1
NFIA	LCN2	1
SPI1	LCN2	1
CEBPG	CCND2	1
ETV4	CCND2	1
TFAP2A	CCND2	1
STAT5B	IRF1	-1
STAT5A	IRF1	-1
DMRT3	PRM2	1
PHOX2A	PRKACA	1
CREB1	DBH	1
NR2F6	OXT	-1
TP53	CAMK4	1
MAF	PRB1	1
STAT5A	PRB1	1
ESR1	GAL	1
TP53	INHBA	1
SP1	CACNA1A	1
HNF1A	GUCA2A	1
AR	FOS	1
NFKB2	VCAM1	1
SPI1	CACNA1C	1
EGR1	PKD2	1
PURA	APBB1	1
YY1	APBB1	1
CEBPG	ITGAL	1
CEBPA	ITGAX	1
CEBPB	ITGAX	1
PDX1	HBEGF	1
SP1	SELENOP	1
RLF	FOS	1
WT1	CALCA	1
JUNB	PRKACA	1
WT1	GHRHR	1
WT1	RYK	1
SPI1	LYZ	1
SCX	ACAN	1
NR2C1	CRABP1	1
MYC	GAS1	-1
MYB	FGF2	1
CEBPG	SOD2	1
STAT5A	BMX	1
HSF1	TXN	1
HSF2	TXN	1
LHX2	PI3	1
PURA	TGFB1	1
PURA	TAT	1
EGR4	PRKACA	1
TAF1	DNM1L	1
PAX8	BPIFA4P	1
HMGA1	COL1A2	1
HNF4A	STXBP1	1
RELA	ABL1	1
RELA	BCR	1
RELA	EVPL	1
CREM	NGF	-1
EGR4	FOS	-1
ESR1	TG	1
NFKB1	BAG1	1
NR3C1	PTHLH	1
ATF1	FGFR1	1
MYOG	ATP2A1	-1
MYOG	SLC25A5	1
NFKBIE	CXCL8	-1
NKX3-1	GADD45A	1
CEBPG	CRH	1
TBP	TNFRSF11A	1
EGR1	TGFA	1
HNF4A	CYP2A13	1
HOXD12	SHH	1
FOS	FHIT	1
SP3	FSHB	1
FOS	CCR5	1
CEBPA	LNP1	1
YBX3	EPHB4	1
JUN	ERVK-11	1
SREBF1	LEP	1
SP1	MIP	1
TFAP2A	MIP	1
SP3	MIP	1
ATF2	HSPA5	1
CEBPB	SOD1	1
NR3C1	PRL	-1
TP63	ACOT11	1
TP63	EEF1A2	1
TP63	HLA-DQB1	1
YBX1	ACOT11	1
YBX1	EEF1A2	1
YBX1	HLA-DQB1	1
POU2F2	SNAP25	1
POU2F2	SYN1	1
NR1H2	ERCC3	1
STAT2	SERPINE1	1
RREB1	CALCA	1
ZNF91	CALCA	1
ZNF91	KRAS	1
USF1	CYP2A13	1
USF1	SCN5A	1
MEF2B	MYH11	1
VDR	CXCL8	1
ASCL1	PHOX2A	1
CEBPB	LBP	1
YBX1	KCNA1	1
YBX3	KCNA1	1
RARA	FLI1	1
FLI1	RARA	1
CREB1	PDLIM7	1
GRHL3	TAT	1
RELA	IFNA4	1
SRF	CALD1	1
NEUROD1	DCT	1
ETS2	CHRNE	1
TWIST1	MEF2C	1
NR0B2	PIK3C3	1
FOS	PTPN6	1
TSC22D1	SRPRA	1
NR3C1	SERPINB3	1
ELF1	MYC	1
HNF4A	HMGCS2	-1
SPI1	SET	1
CEBPB	AP3B1	1
CEBPB	SMARCB1	1
MYB	SMARCB1	1
TFAP2A	SMARCB1	1
NKX2-1	PSAP	1
STAT6	IGHG1	1
CREM	TESK1	1
HR	FN1	1
NR4A3	CSF2	1
TFAP2A	MIA	1
SPI1	OSM	1
SP1	OSM	1
JUN	CD68	1
CEBPB	ADM	1
GATA6	GLB1	1
FOXF1	SELP	1
FOS	CCNA2	1
NR3C1	MMP9	-1
SP1	SELP	1
SP1	ITGA2B	-1
SP3	ITGA2B	1
IRF1	IL15	1
SPI1	RNASE2	1
IRF2	VCAM1	1
NFE2L2	SDHB	1
SP3	F2R	1
FOS	KLK6	1
PGR	LIF	1
MEF2A	DES	1
SPI1	CD72	1
ESR1	BAK1	1
TBP	IGF2	1
TFAP2A	CCND3	1
USF1	APEX1	1
ELF1	CSF1R	1
LRRFIP1	KIR3DL2	1
LRRFIP1	KRAS	1
LRRFIP1	NGF	1
LRRFIP1	NTRK1	1
SSRP1	FCER1G	1
ATF4	CCNA2	-1
CEBPG	XDH	1
TBP	SUB1	1
NR5A1	PRL	1
POU1F1	FSHB	1
POU1F1	LHB	1
SUPT20H	LTF	1
PAX3	ID4	1
SP1	ST8SIA4	1
SP1	SULT1A1	1
ZNF160	NFYA	1
ESR1	CISH	1
ESR1	GAST	1
NFKB2	IL6	1
NFKB2	IL1A	1
UTF1	TCF3	1
PURA	RBM8A	1
POU3F1	ZFP42	1
VDR	HOXA10	1
NRL	CRYZ	1
NRL	PAX6	1
RELA	RBP4	1
CUX1	IL6	1
THRA	UCP1	1
ZNF143	EEFSEC	1
HIF1A	AQP1	1
ESR1	MAP3K14	1
VDR	IBSP	1
JUN	LTA	1
STAT5A	LTA	1
PAX5	LEF1	1
LEF1	PAX5	1
CREM	IFNG	1
SP1	SCGB1A1	1
FOXD2	AR	1
STAT1	STAT6	1
STAT6	STAT1	-1
WT1	HSPA4	1
CEBPB	CSRP2	1
SP1	CSRP2	1
NR2C2	ACOX1	1
ATF7	PTGDR	1
HOXB1	OTX2	1
HOXB3	OTX2	1
MITF	GZMB	1
GATA2	PRG2	-1
GATA2	MBP	1
NCOR1	ACHE	1
NCOR2	ACHE	1
GFI1B	CDKN1A	-1
MAF	ANPEP	1
NFKB2	SAA2	1
REL	SAA2	1
HLF	DBP	1
CEBPA	DBP	1
EGR1	NPY	1
NFKB1	WT1	1
RELA	WT1	1
ETS2	ICAM1	1
SPI1	ICAM1	1
POU2F1	IL1B	1
NRF1	TNF	1
MYC	ACTG2	1
NKX3-1	TNF	1
ZNF384	PTH	1
MTF1	GCLC	1
ZBTB16	BMP2	1
SP1	ITGB2	1
HOXC11	LCT	1
SP1	SRY	1
HOXB7	NPPA	1
ZNF91	NPPA	1
E2F4	CCND1	1
TCF12	TCF3	1
MEF2A	NGFR	1
MYOD1	NGFR	1
SSRP1	MYOD1	1
SSRP1	NGFR	1
DNMT1	CD2	1
DNMT1	CD3E	1
CEBPD	NOS2	1
NFIA	PCK1	1
KDM5D	ECE1	1
NFKB2	MYC	1
TFAP2A	SERPINA5	1
SP1	SERPINA5	1
CEBPG	AHSG	1
FOXM1	ALDOC	1
FOS	JUND	-1
CEBPB	NGFR	1
TFAP2A	MAP3K8	1
TAF1	GTF2A1	1
ZNF354C	HBB	1
ETS2	PLAU	1
THRB	CGA	-1
USF1	SF1	1
NR0B1	OXT	1
EGR1	TOP3A	1
EGR2	TOP3A	1
FOS	TOP3A	1
JUN	TOP3A	1
SP1	TOP3A	1
PAX3	LCAT	1
SP1	LCAT	1
SP3	LCAT	1
CEBPG	MPO	1
ETV4	NOS3	1
CEBPA	UGT1A1	1
CEBPA	UGT2B7	1
CEBPB	SLC35A2	1
TP63	IL13	1
ELF1	UCP1	1
SP1	ZBTB14	1
NFKB1	MCAT	1
JUN	REG1A	1
IRF2	TNF	1
NFATC2	CREBBP	1
TP53	SRGN	1
TP53	DYNC1H1	1
SP1	DIO2	1
SP3	DIO2	1
SP1	TCN2	1
SP3	TCN2	1
SP1	ITGB3	-1
SP3	ITGB3	1
TFAP2A	LTA	1
TBP	CFTR	1
FOS	LITAF	1
FOS	TCF3	1
TCF3	HSPA4	1
TCF3	LITAF	1
FOXO1	PDGFRA	1
SP3	FAS	1
TP53	GZMA	1
PITX2	APOC2	1
KLF4	CYP1A1	-1
SP1	GPC3	1
NR4A1	NR4A3	1
MYF5	RHOA	1
SRF	MYOD1	1
JUN	UCP1	-1
EWSR1	SF1	1
NFKB1	BLK	1
STAT5A	LTF	1
TFAP2A	LTF	1
TEF	MYH13	1
GATA3	TRDV1	1
GTF2I	ITSN1	1
HNF1B	PLAU	1
HNF1B	ABCB6	1
STAT5A	C4A	1
STAT5A	C4B	1
USF1	GCK	1
SP1	CHRNA2	1
PDX1	HOXA4	1
PDX1	SI	-1
TBP	H2AC19	1
THRA	CHRNA3	1
TBX15	DLD	1
TBX15	KL	1
ZFPM1	DLD	1
ZFPM2	DLD	1
ZFPM2	KL	1
CEBPG	SLC34A1	1
FOXA1	HNF1A	1
FOXA1	HNF4A	1
FOXA2	HNF1A	1
TCF3	GCG	1
ELF1	G6PC1	1
ATF6	NPPA	1
ESR1	FCER1G	1
SSRP1	KAT2B	1
BCL3	TF	1
MYB	THBS2	1
TBP	POLH	1
TFE3	PKLR	1
TAF1	EGFR	1
ESR1	SAP30	1
HESX1	ESR1	1
NCOR1	HESX1	1
HESX1	NCOR1	1
HESX1	SAP30	1
NCOR1	POU1F1	1
POU1F1	NCOR1	1
NCOR1	POU4F2	1
POU4F2	NCOR1	1
NCOR1	SAP30	1
POU1F1	SAP30	1
POU4F2	ESR1	1
POU4F2	SAP30	1
THRA	SAP30	1
SMAD4	GSC	1
SMAD3	GSC	-1
JUN	ADH7	1
BMAL1	HLF	1
TFDP1	E2F1	1
CEBPG	SULT2A1	1
AR	SULT2A1	1
NR3C1	MT1A	1
STAT3	MT1A	1
POU3F2	GPX6	1
CEBPG	S100A9	1
IRF3	TNFRSF11A	1
KLF1	KAT2B	1
IRF1	EGFR	1
TBX2	TYRP1	-1
TBXT	TYRP1	1
TBX2	FN1	1
TBPL1	PDP1	1
TBPL1	THEG	1
TBX2	BAG6	1
TBX2	GAPDH	-1
TBX2	PDP1	1
TBX2	THEG	1
TBXT	BAG6	1
TBXT	GAPDH	1
TBXT	PDP1	1
TBXT	THEG	1
CXXC1	SPN	1
TFCP2	SPN	1
ZBTB16	MAX	1
ZBTB16	MXD1	1
ZBTB16	ATXN1	1
ZBTB16	GSR	1
FOSB	CCND1	1
E2F3	RBL2	1
FOSB	GRIN1	1
NFATC2	FASLG	1
NFATC3	FASLG	1
SP1	KCNJ2	1
SP3	KCNJ2	1
EGR1	BCL2	-1
HOXB7	PRL	1
LHX3	PRL	1
RARA	TIMM17A	1
USF1	TRIM25	1
SP1	F7	1
MYB	S100A9	1
CEBPA	S100A9	1
RXRB	PTH	1
AR	SPINT2	1
POU3F2	SGPL1	1
POU4F1	SGPL1	1
TFE3	SGPL1	1
PAX5	GSTM1	1
PAX5	UHMK1	1
STAT1	A2M	1
PGR	CALCA	1
TP53	WNK2	1
NR1H4	NGF	1
FOS	DBH	1
JUN	DBH	1
JUND	DBH	1
AR	C4A	1
FOXM1	AMBP	1
FOS	MGMT	1
JUN	MGMT	1
NFKBIB	CXCL8	1
ESR1	CTLA4	1
USF1	CTLA4	1
USF2	CTLA4	1
STAT5B	A2M	1
NR5A1	A2M	1
STAT1	IDO1	1
JUN	MAP2K7	1
YBX1	GHR	1
SP1	CD33	1
PITX2	GNAQ	1
PAX3	LMO4	1
GTF3A	SCN5A	1
MEF2A	TNNI3	1
MEF2C	TNNI3	1
MEF2D	TNNI3	1
SPI1	AKT1	1
ESR2	CRYZ	1
ESR1	BPIFA4P	1
EN2	RPL7	1
JDP2	TNF	1
POU3F1	CCDC6	1
POU3F1	GAL	1
CREB1	IL5RA	1
CREM	IL5RA	1
JUN	IL5RA	1
CEBPB	MSR1	1
JUN	MSR1	1
PAX5	IGHE	1
PHF5A	CD79A	1
PHF5A	IGHE	1
ESR1	IL1B	1
FOS	CYP11B1	1
JUN	CYP11B1	1
JUND	CYP11B1	1
EPAS1	LDHA	1
NR1D1	APOA1	-1
SP3	ENO3	-1
HIF1A	ALDOA	1
MEF2C	JCHAIN	1
SREBF1	FDFT1	1
MEF2C	GRIN1	1
NFKB1	FCGR1A	1
RELA	FCGR1A	1
MYOD1	RANBP2	1
MYBL2	FGF2	1
TAF1	TAT	1
SP1	PSAP	1
SP3	PSAP	1
MEF2A	CPOX	1
TFCP2	CRYAA	1
TFCP2	CES1	1
ALX1	TRAF4	1
CTCF	C4B	1
YY1	CTCF	1
PPARA	PRL	1
ZNF91	IL2	1
JUN	THPO	1
ATF2	APOC3	1
ELK3	CHRNE	1
HNF4A	CHRNE	1
AIRE	NFKBIA	1
AIRE	CXCL8	1
SMAD3	ERF	1
TFE3	ERF	1
TFAP2A	ADA	1
CREB1	CD4	1
STAT5A	RB1	1
TFAP2A	IGF2	1
NFIA	UGT1A1	1
STAT5A	TNFRSF11A	1
STAT5A	CREBBP	1
EGR2	FGF2	1
TP53	WRN	-1
CEBPG	CPS1	1
FOXM1	CPS1	1
ZNF699	DSC1	1
TFAP2A	FHIT	1
VSX2	AHR	1
KLF1	SMARCA1	1
KLF1	DNASE1	1
SMARCA1	DNASE1	1
ID1	ID2	1
ID2	ID1	1
ETS1	TNF	1
ETS1	TRB	1
SP1	TPMT	1
TFAP2A	PI3	1
DMTF1	ANPEP	1
ETS1	ANPEP	1
MYB	ADIPOQ	1
MYB	ANPEP	1
STAT6	CXCL9	1
STAT6	SAMHD1	1
ASCL1	WNT1	1
DBP	AGT	1
TADA2A	CFAP20	1
TADA2A	PSMD4	1
TADA2A	TAF6	1
TADA2A	TAF9	1
TBP	CFAP20	1
TBP	PSMD4	1
TBP	TAF6	1
HNF4A	AFP	1
MYCN	RCC1	1
MYC	RCC1	1
IRF9	CXCL10	1
PAX5	CD72	1
ZNF91	PLAGL1	1
STAT3	TRIM63	1
NR4A1	CNTFR	1
PHOX2B	TH	1
TFAP2A	LIPA	1
SP1	LIPA	1
GATA3	CYBB	1
AR	NR5A1	1
MYOD1	MOS	1
NOBOX	BGLAP	1
STAT5A	SAMHD1	1
TP53	CSN2	1
TP53	SAMHD1	1
CEBPA	SLC2A2	-1
CEBPB	SLC2A2	-1
LHX2	QRFP	1
HR	TGFA	1
ZNF362	FGFR1	1
PAX5	EXOSC1	1
SMAD2	RUNX2	-1
EGR1	GH1	1
JUNB	GH1	1
LRRFIP1	SERPINE1	-1
APEX1	TG	1
ESR1	MYB	1
MYB	ESR1	1
EGR1	CSF1	-1
GATA3	ALDH1A2	1
TAL1	ALDH1A2	1
GATA3	CFC1	1
TBP	KRAS	1
SP1	PML	1
NFATC1	EGR3	1
NFATC1	HP	1
NFATC1	HSPA9	1
NFATC1	IGKV3-20	1
NFATC2	EGR3	1
NFATC2	HP	1
NFATC2	HSPA9	1
TTF1	CALCA	1
TTF1	CASR	1
HNF1A	RPS15	1
SP1	HCK	1
ERF	GH1	1
HMGA1	HLA-DRA	1
HMGA1	SLC26A3	1
ESRRA	THRA	1
SKIL	IGFBP7	1
PAX1	PDGFRA	1
FOSB	TNF	1
GATA4	HNF4A	1
ZNF236	CHMP4A	1
ZNF236	CXCL9	1
ZNF236	FERMT2	1
ZNF236	MAPK3	1
ZNF236	VPS4B	1
ATF1	IFNG	1
SP6	ERVK-11	1
YY1	DMD	-1
TP53	HLA-B	-1
